id,label
0h-zjBukYpk_1,-0.4
0h-zjBukYpk_2,-2.8
0h-zjBukYpk_3,-0.2
0h-zjBukYpk_4,-1.4
0h-zjBukYpk_5,0.8
0h-zjBukYpk_6,-1.4
0h-zjBukYpk_7,1.8
0h-zjBukYpk_8,0.8
0h-zjBukYpk_9,-1.0
0h-zjBukYpk_10,-0.6
0h-zjBukYpk_11,0.4
0h-zjBukYpk_12,-0.8
0h-zjBukYpk_13,1.25
0h-zjBukYpk_14,1.4
0h-zjBukYpk_15,0.0
0h-zjBukYpk_16,0.6
0h-zjBukYpk_17,0.2
0h-zjBukYpk_18,-2.0
0h-zjBukYpk_19,-0.4
0h-zjBukYpk_20,0.6
0h-zjBukYpk_21,2.0
0h-zjBukYpk_22,1.8
0h-zjBukYpk_23,2.6
0h-zjBukYpk_24,2.6
0h-zjBukYpk_25,2.2
1DmNV9C1hbY_1,-2.0
1DmNV9C1hbY_2,1.6
1DmNV9C1hbY_3,1.0
1DmNV9C1hbY_4,2.0
1DmNV9C1hbY_5,-1.8
1DmNV9C1hbY_6,-1.6
1DmNV9C1hbY_7,-1.6
1DmNV9C1hbY_8,-1.8
1DmNV9C1hbY_9,2.2
1DmNV9C1hbY_10,2.6
1DmNV9C1hbY_11,-1.8
1DmNV9C1hbY_12,0.4
1DmNV9C1hbY_13,-1.25
1DmNV9C1hbY_14,-2.0
1iG0909rllw_1,-0.4
1iG0909rllw_2,-1.75
1iG0909rllw_3,2.0
1iG0909rllw_4,-1.2
1iG0909rllw_5,2.2
1iG0909rllw_6,1.6
1iG0909rllw_7,-0.6
1iG0909rllw_8,-2.4
1iG0909rllw_9,-0.2
1iG0909rllw_10,0.6
1iG0909rllw_11,2.2
1iG0909rllw_12,1.6
1iG0909rllw_13,1.4
1iG0909rllw_14,-0.2
1iG0909rllw_15,-1.4
1iG0909rllw_16,-1.4
1iG0909rllw_17,-1.4
1iG0909rllw_18,-1.8
1iG0909rllw_19,-1.0
1iG0909rllw_20,0.4
1iG0909rllw_21,-0.4
1iG0909rllw_22,-0.2
1iG0909rllw_23,1.8
1iG0909rllw_24,-1.0
1iG0909rllw_25,2.0
1iG0909rllw_26,-0.6
1iG0909rllw_27,1.8
1iG0909rllw_28,1.2
1iG0909rllw_29,-1.4
1iG0909rllw_30,-1.6
2WGyTLYerpo_1,2.0
2WGyTLYerpo_2,0.4
2WGyTLYerpo_3,0.0
2WGyTLYerpo_4,-0.4
2WGyTLYerpo_5,0.0
2WGyTLYerpo_6,2.4
2WGyTLYerpo_7,1.6
2WGyTLYerpo_8,1.8
2WGyTLYerpo_9,-0.4
2WGyTLYerpo_10,0.8
2WGyTLYerpo_11,2.2
2WGyTLYerpo_12,1.2
2WGyTLYerpo_13,2.0
2WGyTLYerpo_14,0.2
2WGyTLYerpo_15,0.5
2WGyTLYerpo_16,2.0
2WGyTLYerpo_17,2.6
2WGyTLYerpo_18,2.2
2WGyTLYerpo_19,1.4
2WGyTLYerpo_20,1.0
2WGyTLYerpo_21,0.8
2WGyTLYerpo_22,-0.8
2WGyTLYerpo_23,0.0
2WGyTLYerpo_24,1.6
2WGyTLYerpo_25,1.8
2WGyTLYerpo_26,1.8
2WGyTLYerpo_27,1.8
2WGyTLYerpo_28,2.4
2WGyTLYerpo_29,0.6
2WGyTLYerpo_30,-0.2
2WGyTLYerpo_31,2.0
2WGyTLYerpo_32,2.2
2WGyTLYerpo_33,1.2
2WGyTLYerpo_34,0.6
2WGyTLYerpo_35,2.2
2WGyTLYerpo_36,1.2
2WGyTLYerpo_37,1.4
2WGyTLYerpo_38,1.0
2WGyTLYerpo_39,-0.6
2WGyTLYerpo_40,0.6
2WGyTLYerpo_41,0.6
2WGyTLYerpo_42,0.0
2WGyTLYerpo_43,2.0
2WGyTLYerpo_44,0.2
2WGyTLYerpo_45,0.2
2WGyTLYerpo_46,1.4
2WGyTLYerpo_47,0.0
2WGyTLYerpo_48,-1.0
2WGyTLYerpo_49,-0.6
2WGyTLYerpo_50,-1.8
2WGyTLYerpo_51,-0.6
2WGyTLYerpo_52,0.0
2WGyTLYerpo_53,-1.0
2WGyTLYerpo_54,-2.0
2WGyTLYerpo_55,-1.0
2WGyTLYerpo_56,-0.4
2WGyTLYerpo_57,-1.6
2WGyTLYerpo_58,-1.4
2WGyTLYerpo_59,2.0
2WGyTLYerpo_60,2.2
2WGyTLYerpo_61,1.4
2WGyTLYerpo_62,2.2
2WGyTLYerpo_63,2.2
2iD-tVS8NPw_1,-0.5
2iD-tVS8NPw_2,2.2
2iD-tVS8NPw_3,1.4
2iD-tVS8NPw_4,2.2
2iD-tVS8NPw_5,2.0
2iD-tVS8NPw_6,2.0
2iD-tVS8NPw_7,2.4
2iD-tVS8NPw_8,1.8
2iD-tVS8NPw_9,1.4
2iD-tVS8NPw_10,2.2
2iD-tVS8NPw_11,0.2
2iD-tVS8NPw_12,1.2
2iD-tVS8NPw_13,2.2
2iD-tVS8NPw_14,-1.0
2iD-tVS8NPw_15,-1.5
2iD-tVS8NPw_16,-1.6
2iD-tVS8NPw_17,-0.6
2iD-tVS8NPw_18,0.333333333333
2iD-tVS8NPw_19,0.0
2iD-tVS8NPw_20,0.8
2iD-tVS8NPw_21,1.0
2iD-tVS8NPw_22,2.2
2iD-tVS8NPw_23,0.2
2iD-tVS8NPw_24,-1.0
2iD-tVS8NPw_25,-0.8
2iD-tVS8NPw_26,0.0
2iD-tVS8NPw_27,1.4
2iD-tVS8NPw_28,1.6
2iD-tVS8NPw_29,2.0
2iD-tVS8NPw_30,-0.4
03bSnISJMiM_1,2.4
03bSnISJMiM_2,-0.8
03bSnISJMiM_3,-1.0
03bSnISJMiM_4,-1.75
03bSnISJMiM_5,0.0
03bSnISJMiM_6,0.0
03bSnISJMiM_7,0.8
03bSnISJMiM_8,0.0
03bSnISJMiM_9,0.2
03bSnISJMiM_10,-1.2
03bSnISJMiM_11,-0.5
03bSnISJMiM_12,2.2
03bSnISJMiM_13,1.8
5W7Z1C_fDaE_1,2.0
5W7Z1C_fDaE_2,1.4
5W7Z1C_fDaE_3,0.8
5W7Z1C_fDaE_4,0.4
5W7Z1C_fDaE_5,2.0
5W7Z1C_fDaE_6,0.5
5W7Z1C_fDaE_7,2.2
5W7Z1C_fDaE_8,2.6
5W7Z1C_fDaE_9,2.4
5W7Z1C_fDaE_10,0.4
5W7Z1C_fDaE_11,2.6
5W7Z1C_fDaE_12,0.8
5W7Z1C_fDaE_13,2.6
5W7Z1C_fDaE_14,1.8
5W7Z1C_fDaE_15,0.25
5W7Z1C_fDaE_16,-2.0
5W7Z1C_fDaE_17,0.2
5W7Z1C_fDaE_18,1.2
5W7Z1C_fDaE_19,2.8
5W7Z1C_fDaE_20,2.8
5W7Z1C_fDaE_21,2.0
5W7Z1C_fDaE_22,1.6
5W7Z1C_fDaE_23,1.8
5W7Z1C_fDaE_24,2.4
6Egk_28TtTM_1,3.0
6Egk_28TtTM_2,2.0
6Egk_28TtTM_3,1.8
6Egk_28TtTM_4,2.8
6Egk_28TtTM_5,2.2
6Egk_28TtTM_6,2.0
6Egk_28TtTM_7,2.2
6Egk_28TtTM_8,0.8
6Egk_28TtTM_9,-0.4
6Egk_28TtTM_10,0.6
6Egk_28TtTM_11,-1.2
6Egk_28TtTM_12,2.4
6_0THN4chvY_1,1.6
6_0THN4chvY_2,0.6
6_0THN4chvY_3,2.0
6_0THN4chvY_4,2.0
6_0THN4chvY_5,0.0
6_0THN4chvY_6,1.6
6_0THN4chvY_7,0.8
6_0THN4chvY_8,2.0
6_0THN4chvY_9,-0.6
6_0THN4chvY_10,0.4
6_0THN4chvY_11,0.25
6_0THN4chvY_12,1.8
6_0THN4chvY_13,2.2
6_0THN4chvY_14,2.2
7JsX8y1ysxY_1,1.8
7JsX8y1ysxY_2,2.2
7JsX8y1ysxY_3,-2.6
7JsX8y1ysxY_4,1.4
7JsX8y1ysxY_5,1.0
7JsX8y1ysxY_6,1.6
7JsX8y1ysxY_7,-1.6
7JsX8y1ysxY_8,-1.2
7JsX8y1ysxY_9,1.8
7JsX8y1ysxY_10,2.0
7JsX8y1ysxY_11,-1.0
7JsX8y1ysxY_12,0.6
7JsX8y1ysxY_13,-1.6
7JsX8y1ysxY_14,-2.2
7JsX8y1ysxY_15,-0.4
7JsX8y1ysxY_16,2.2
7JsX8y1ysxY_17,0.8
7JsX8y1ysxY_18,-0.4
7JsX8y1ysxY_19,-0.2
7JsX8y1ysxY_20,0.8
7JsX8y1ysxY_21,1.8
7JsX8y1ysxY_22,2.6
7JsX8y1ysxY_23,2.4
7JsX8y1ysxY_24,2.4
7JsX8y1ysxY_25,2.6
7JsX8y1ysxY_26,1.8
7JsX8y1ysxY_27,2.0
7JsX8y1ysxY_28,-1.25
7JsX8y1ysxY_29,-1.5
7JsX8y1ysxY_30,2.2
7JsX8y1ysxY_31,2.2
7JsX8y1ysxY_32,0.6
7JsX8y1ysxY_33,1.4
7JsX8y1ysxY_34,-0.6
7JsX8y1ysxY_35,-1.0
7JsX8y1ysxY_36,-1.6
7JsX8y1ysxY_37,-1.6
7JsX8y1ysxY_38,-1.8
7JsX8y1ysxY_39,1.8
8OtFthrtaJM_1,0.4
8OtFthrtaJM_2,-1.0
8OtFthrtaJM_3,-2.4
8OtFthrtaJM_4,-2.0
8OtFthrtaJM_5,-0.2
8OtFthrtaJM_6,-2.6
8OtFthrtaJM_7,-1.4
8OtFthrtaJM_8,-0.2
8OtFthrtaJM_9,0.4
8OtFthrtaJM_10,0.6
8OtFthrtaJM_11,-0.5
8OtFthrtaJM_12,-0.8
8OtFthrtaJM_13,-2.2
8OtFthrtaJM_14,-1.4
8OtFthrtaJM_15,0.0
8OtFthrtaJM_16,0.6
8OtFthrtaJM_17,1.0
8OtFthrtaJM_18,1.4
8OtFthrtaJM_19,-2.2
8OtFthrtaJM_20,-1.8
8OtFthrtaJM_21,-2.2
8OtFthrtaJM_22,2.0
8OtFthrtaJM_23,-1.0
8d-gEyoeBzc_1,1.2
8d-gEyoeBzc_2,-0.8
8d-gEyoeBzc_3,-0.2
8d-gEyoeBzc_4,-0.2
8d-gEyoeBzc_5,-2.0
8d-gEyoeBzc_6,-1.5
8d-gEyoeBzc_7,0.2
8d-gEyoeBzc_8,1.2
8d-gEyoeBzc_9,1.4
8d-gEyoeBzc_10,0.6
8d-gEyoeBzc_11,1.6
8d-gEyoeBzc_12,1.6
8d-gEyoeBzc_13,1.4
8d-gEyoeBzc_14,0.0
8d-gEyoeBzc_15,0.8
8d-gEyoeBzc_16,1.2
8d-gEyoeBzc_17,1.0
8d-gEyoeBzc_18,0.6
8d-gEyoeBzc_19,1.6
8d-gEyoeBzc_20,1.2
8d-gEyoeBzc_21,-2.0
8d-gEyoeBzc_22,-1.0
8d-gEyoeBzc_23,-0.4
8d-gEyoeBzc_24,-1.4
8d-gEyoeBzc_25,1.8
8d-gEyoeBzc_26,1.0
8d-gEyoeBzc_27,-1.4
8d-gEyoeBzc_28,-0.8
8d-gEyoeBzc_29,-1.4
8d-gEyoeBzc_30,-0.8
8qrpnFRGt2A_1,-1.4
8qrpnFRGt2A_2,-0.4
8qrpnFRGt2A_3,-1.6
8qrpnFRGt2A_4,-1.4
8qrpnFRGt2A_5,-1.4
8qrpnFRGt2A_6,-2.6
8qrpnFRGt2A_7,-1.6
8qrpnFRGt2A_8,-0.8
8qrpnFRGt2A_9,-1.0
8qrpnFRGt2A_10,-2.2
8qrpnFRGt2A_11,-0.8
8qrpnFRGt2A_12,-2.0
8qrpnFRGt2A_13,-0.333333333333
8qrpnFRGt2A_14,-1.8
8qrpnFRGt2A_15,-1.6
8qrpnFRGt2A_16,-1.0
8qrpnFRGt2A_17,-0.666666666667
8qrpnFRGt2A_18,0.6
8qrpnFRGt2A_19,0.6
8qrpnFRGt2A_20,-0.8
8qrpnFRGt2A_21,-2.0
8qrpnFRGt2A_22,-1.0
8qrpnFRGt2A_23,-0.333333333333
8qrpnFRGt2A_24,0.0
8qrpnFRGt2A_25,0.2
8qrpnFRGt2A_26,-1.2
9J25DZhivz8_1,2.2
9J25DZhivz8_2,2.4
9J25DZhivz8_3,2.0
9J25DZhivz8_4,2.8
9J25DZhivz8_5,1.8
9J25DZhivz8_6,2.8
9J25DZhivz8_7,2.2
9J25DZhivz8_8,2.2
9J25DZhivz8_9,2.6
9J25DZhivz8_10,1.8
9J25DZhivz8_11,0.8
9J25DZhivz8_12,0.2
9J25DZhivz8_13,-0.25
9J25DZhivz8_14,1.8
9J25DZhivz8_15,1.0
9J25DZhivz8_16,2.4
9J25DZhivz8_17,0.5
9J25DZhivz8_18,0.6
9J25DZhivz8_19,0.6
9J25DZhivz8_20,2.4
9J25DZhivz8_21,1.2
9J25DZhivz8_22,-0.8
9J25DZhivz8_23,1.2
9J25DZhivz8_24,1.2
9J25DZhivz8_25,2.0
9T9Hf74oK10_1,-0.5
9T9Hf74oK10_2,1.6
9T9Hf74oK10_3,-0.4
9T9Hf74oK10_4,-0.8
9T9Hf74oK10_5,-1.8
9T9Hf74oK10_6,1.0
9T9Hf74oK10_7,-0.8
9T9Hf74oK10_8,-1.8
9T9Hf74oK10_9,1.6
9T9Hf74oK10_10,-1.2
9T9Hf74oK10_11,0.0
9T9Hf74oK10_12,2.2
9T9Hf74oK10_13,2.6
9T9Hf74oK10_14,2.0
9T9Hf74oK10_15,-0.4
9T9Hf74oK10_16,2.6
9T9Hf74oK10_17,0.0
9T9Hf74oK10_18,1.2
9T9Hf74oK10_19,1.4
9T9Hf74oK10_20,-0.8
9T9Hf74oK10_21,0.0
9T9Hf74oK10_22,0.4
9T9Hf74oK10_23,0.2
9T9Hf74oK10_24,-1.0
9T9Hf74oK10_25,-0.6
9c67fiY0wGQ_1,-0.2
9c67fiY0wGQ_2,1.8
9c67fiY0wGQ_3,2.0
9c67fiY0wGQ_4,2.0
9c67fiY0wGQ_5,2.0
9c67fiY0wGQ_6,1.8
9c67fiY0wGQ_7,2.0
9c67fiY0wGQ_8,2.2
9c67fiY0wGQ_9,1.8
9c67fiY0wGQ_10,1.6
9c67fiY0wGQ_11,1.6
9c67fiY0wGQ_12,2.0
9qR7uwkblbs_1,-0.8
9qR7uwkblbs_2,2.8
9qR7uwkblbs_3,0.8
9qR7uwkblbs_4,3.0
9qR7uwkblbs_5,0.8
9qR7uwkblbs_6,-2.2
9qR7uwkblbs_7,1.6
9qR7uwkblbs_8,1.0
9qR7uwkblbs_9,-1.2
9qR7uwkblbs_10,1.6
9qR7uwkblbs_11,1.2
9qR7uwkblbs_12,-0.8
9qR7uwkblbs_13,-1.6
9qR7uwkblbs_14,-2.2
9qR7uwkblbs_15,-0.75
9qR7uwkblbs_16,0.0
9qR7uwkblbs_17,-0.5
9qR7uwkblbs_18,0.2
9qR7uwkblbs_19,-0.25
9qR7uwkblbs_20,-0.5
9qR7uwkblbs_21,-1.6
9qR7uwkblbs_22,-0.5
9qR7uwkblbs_23,-1.4
9qR7uwkblbs_24,-1.0
9qR7uwkblbs_25,1.6
9qR7uwkblbs_26,-1.0
9qR7uwkblbs_27,0.2
9qR7uwkblbs_28,-1.0
9qR7uwkblbs_29,-1.25
9qR7uwkblbs_30,-0.5
9qR7uwkblbs_31,0.0
9qR7uwkblbs_32,2.4
9qR7uwkblbs_33,0.0
73jzhE8R1TQ_1,1.0
73jzhE8R1TQ_2,-0.8
73jzhE8R1TQ_3,-0.8
73jzhE8R1TQ_4,1.6
73jzhE8R1TQ_5,-0.8
73jzhE8R1TQ_6,1.8
73jzhE8R1TQ_7,1.4
73jzhE8R1TQ_8,1.8
73jzhE8R1TQ_9,0.5
73jzhE8R1TQ_10,1.4
73jzhE8R1TQ_11,-1.2
73jzhE8R1TQ_12,-1.2
73jzhE8R1TQ_13,-0.6
73jzhE8R1TQ_14,0.0
73jzhE8R1TQ_15,-1.6
73jzhE8R1TQ_16,-0.2
73jzhE8R1TQ_17,-0.4
73jzhE8R1TQ_18,-1.6
73jzhE8R1TQ_19,-1.2
Af8D0E4ZXaw_1,-0.75
Af8D0E4ZXaw_2,0.8
Af8D0E4ZXaw_3,0.25
Af8D0E4ZXaw_4,-0.4
Af8D0E4ZXaw_5,-0.2
Af8D0E4ZXaw_6,-2.0
Af8D0E4ZXaw_7,-2.0
Af8D0E4ZXaw_8,-1.0
Af8D0E4ZXaw_9,-1.0
Af8D0E4ZXaw_10,-0.75
Af8D0E4ZXaw_11,0.4
Af8D0E4ZXaw_12,1.4
Af8D0E4ZXaw_13,2.0
Af8D0E4ZXaw_14,1.6
Af8D0E4ZXaw_15,2.0
Af8D0E4ZXaw_16,2.2
Af8D0E4ZXaw_17,1.4
Af8D0E4ZXaw_18,2.2
Af8D0E4ZXaw_19,2.4
Af8D0E4ZXaw_20,1.6
Af8D0E4ZXaw_21,-0.8
Af8D0E4ZXaw_22,-1.6
Af8D0E4ZXaw_23,-1.0
Af8D0E4ZXaw_24,-1.6
Af8D0E4ZXaw_25,-2.6
Af8D0E4ZXaw_26,-2.4
Af8D0E4ZXaw_27,-1.6
Af8D0E4ZXaw_28,-0.2
Af8D0E4ZXaw_29,-0.4
Af8D0E4ZXaw_30,-0.8
Af8D0E4ZXaw_31,-0.4
BI97DNYfe5I_1,2.0
BI97DNYfe5I_2,-1.0
BI97DNYfe5I_3,-0.2
BI97DNYfe5I_4,1.4
BI97DNYfe5I_5,1.4
BI97DNYfe5I_6,1.4
BI97DNYfe5I_7,-0.8
BI97DNYfe5I_8,0.4
BI97DNYfe5I_9,1.4
BI97DNYfe5I_10,2.8
BI97DNYfe5I_11,2.0
BI97DNYfe5I_12,1.6
BI97DNYfe5I_13,1.4
BI97DNYfe5I_14,2.0
BI97DNYfe5I_15,2.0
BI97DNYfe5I_16,1.2
BI97DNYfe5I_17,1.6
BI97DNYfe5I_18,2.2
BI97DNYfe5I_19,1.6
BI97DNYfe5I_20,0.0
BI97DNYfe5I_21,1.2
BI97DNYfe5I_22,2.2
BI97DNYfe5I_23,1.6
BI97DNYfe5I_24,1.4
BI97DNYfe5I_25,1.2
BI97DNYfe5I_26,1.0
BI97DNYfe5I_27,-1.0
BI97DNYfe5I_28,1.2
BI97DNYfe5I_29,0.2
BI97DNYfe5I_30,1.2
BI97DNYfe5I_31,1.0
BXuRRbG0Ugk_1,-1.0
BXuRRbG0Ugk_2,0.8
BXuRRbG0Ugk_3,-0.4
BXuRRbG0Ugk_4,0.0
BXuRRbG0Ugk_5,0.0
BXuRRbG0Ugk_6,1.4
BXuRRbG0Ugk_7,0.2
BXuRRbG0Ugk_8,1.75
BXuRRbG0Ugk_9,-1.2
BXuRRbG0Ugk_10,2.4
BXuRRbG0Ugk_11,-1.6
BXuRRbG0Ugk_12,1.2
BXuRRbG0Ugk_13,0.6
BXuRRbG0Ugk_14,-1.6
BXuRRbG0Ugk_15,-0.6
BXuRRbG0Ugk_16,0.0
BXuRRbG0Ugk_17,-1.6
BXuRRbG0Ugk_18,-1.4
BXuRRbG0Ugk_19,0.2
BXuRRbG0Ugk_20,-0.4
BXuRRbG0Ugk_21,2.4
BXuRRbG0Ugk_22,0.5
BXuRRbG0Ugk_23,1.4
BXuRRbG0Ugk_24,2.4
BXuRRbG0Ugk_25,1.0
BXuRRbG0Ugk_26,1.6
BXuRRbG0Ugk_27,-0.4
BXuRRbG0Ugk_28,1.6
BXuRRbG0Ugk_29,2.0
BXuRRbG0Ugk_30,-2.0
BXuRRbG0Ugk_31,-0.4
Bfr499ggo-0_1,-1.75
Bfr499ggo-0_2,-1.0
Bfr499ggo-0_3,1.6
Bfr499ggo-0_4,-1.2
Bfr499ggo-0_5,-1.8
Bfr499ggo-0_6,-1.2
Bfr499ggo-0_7,-1.0
Bfr499ggo-0_8,-1.2
Bfr499ggo-0_9,0.4
Bfr499ggo-0_10,1.0
Bfr499ggo-0_11,-0.8
Bfr499ggo-0_12,-1.4
Bfr499ggo-0_13,-1.6
Bfr499ggo-0_14,-0.2
Bfr499ggo-0_15,-1.0
Bfr499ggo-0_16,2.2
Bfr499ggo-0_17,1.4
Bfr499ggo-0_18,0.8
Bfr499ggo-0_19,-1.8
Bfr499ggo-0_20,-1.6
Bfr499ggo-0_21,-2.0
Bfr499ggo-0_22,1.0
BioHAh1qJAQ_1,1.4
BioHAh1qJAQ_2,2.2
BioHAh1qJAQ_3,0.4
BioHAh1qJAQ_4,0.25
BioHAh1qJAQ_5,1.4
BioHAh1qJAQ_6,-1.8
BioHAh1qJAQ_7,2.6
BioHAh1qJAQ_8,2.4
BioHAh1qJAQ_9,2.0
BioHAh1qJAQ_10,1.0
BioHAh1qJAQ_11,0.2
BioHAh1qJAQ_12,0.666666666667
BioHAh1qJAQ_13,1.4
BioHAh1qJAQ_14,2.6
BioHAh1qJAQ_15,-0.4
BioHAh1qJAQ_16,0.25
BioHAh1qJAQ_17,2.4
BioHAh1qJAQ_18,2.0
BioHAh1qJAQ_19,1.8
BioHAh1qJAQ_20,-1.4
BioHAh1qJAQ_21,-0.8
BioHAh1qJAQ_22,-2.2
BioHAh1qJAQ_23,-2.0
BioHAh1qJAQ_24,-1.4
BioHAh1qJAQ_25,-1.6
BioHAh1qJAQ_26,0.8
BioHAh1qJAQ_27,0.0
BioHAh1qJAQ_28,-2.0
BioHAh1qJAQ_29,0.0
BioHAh1qJAQ_30,-2.0
BvYR0L6f2Ig_1,1.6
BvYR0L6f2Ig_2,2.0
BvYR0L6f2Ig_3,0.4
BvYR0L6f2Ig_4,-1.0
BvYR0L6f2Ig_5,-0.2
BvYR0L6f2Ig_6,-0.8
BvYR0L6f2Ig_7,1.2
BvYR0L6f2Ig_8,0.8
BvYR0L6f2Ig_9,2.2
BvYR0L6f2Ig_10,-1.8
BvYR0L6f2Ig_11,0.6
BvYR0L6f2Ig_12,0.4
BvYR0L6f2Ig_13,-1.4
BvYR0L6f2Ig_14,-1.8
BvYR0L6f2Ig_15,-1.2
BvYR0L6f2Ig_16,1.8
BvYR0L6f2Ig_17,2.0
BvYR0L6f2Ig_18,0.0
BvYR0L6f2Ig_19,2.2
BvYR0L6f2Ig_20,2.8
BvYR0L6f2Ig_21,1.6
BvYR0L6f2Ig_22,-1.0
BvYR0L6f2Ig_23,2.4
BvYR0L6f2Ig_24,1.6
BvYR0L6f2Ig_25,1.8
BvYR0L6f2Ig_26,1.0
Ci-AH39fi3Y_1,1.8
Ci-AH39fi3Y_2,2.0
Ci-AH39fi3Y_3,0.0
Ci-AH39fi3Y_4,1.8
Ci-AH39fi3Y_5,1.6
Ci-AH39fi3Y_6,1.6
Ci-AH39fi3Y_7,0.6
Ci-AH39fi3Y_8,2.2
Ci-AH39fi3Y_9,2.4
Ci-AH39fi3Y_10,1.0
Ci-AH39fi3Y_11,-1.8
Ci-AH39fi3Y_12,2.2
Ci-AH39fi3Y_13,-1.2
